name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
VVORLD,26737,2019-02-20,"VaVa, ",16,Welcome to VVORLD,Chapter,現実 Feelin' on my mind,108087,273786.0,216592.0,0.647,0.787,0.742,0.601,0.605,0.524,9.0,1.0,7.0,0.0,1.0,1.0,0.069,0.0507,0.0315,0.476,0.893,0.273,0.0101,0.0,0.0,0.0635,0.0692,0.204,0.498,0.7879999999999999,0.615,76.003,130.056,125.066,4.0,4.0,4.0,9
VVSS,24692,2020-10-26,"SEBii, ",14,BADABOOmmBADABINgg,GOLDFiiSH,OCEAnn,112941,120000.0,155526.0,0.765,0.672,0.743,0.695,0.6579999999999999,0.733,4.0,7.0,11.0,1.0,1.0,1.0,0.119,0.0472,0.127,0.0457,0.0965,0.112,0.0148,0.0,0.0,0.106,0.217,0.0669,0.465,0.355,0.695,84.931,164.977,152.019,4.0,4.0,4.0,41
VWETO III,25926,2021-05-21,"Georgia Anne Muldrow, ",17,Old Jack Swing,Synthmania Rock,Ayun Vegas,134193,134304.0,268156.0,0.78,0.667,0.531,0.503,0.589,0.627,10.0,0.0,11.0,0.0,1.0,0.0,0.0382,0.0468,0.163,0.000556,6.68e-05,0.438,0.848,0.8240000000000001,1.87e-05,0.17,0.0824,0.556,0.445,0.747,0.188,93.078,91.486,171.59400000000005,4.0,4.0,4.0,27
Vaaranam Aayiram (Original Motion Picture Soundtrack),17705,2008-10-08,"Harris Jayaraj, ",7,Adiyae Kolluthey,Nenjukkul Peidhidum,Yethi Yethi,315546,369333.0,293866.0,0.7190000000000001,0.687,0.941,0.645,0.43,0.7709999999999999,2.0,9.0,10.0,1.0,1.0,0.0,0.0343,0.0407,0.0919,0.171,0.6,0.0656,1.12e-05,2.49e-06,0.0,0.0934,0.132,0.131,0.711,0.241,0.59,118.983,115.01,104.501,4.0,4.0,4.0,59
Vafalungo,612,1998,"Dusminguet, ",15,Sonajeros,Jackeline,Africa,220946,185000.0,173920.0,0.7659999999999999,0.805,0.698,0.701,0.747,0.594,7.0,11.0,7.0,1.0,0.0,1.0,0.0663,0.0614,0.0336,0.715,0.14400000000000002,0.41,0.00951,0.00112,5.94e-05,0.1,0.161,0.344,0.602,0.919,0.71,108.01,116.059,106.016,4.0,4.0,4.0,29
Vajra Drayang,17879,2013-01-25,"Lama Dorje, ",10,Vajrasattva,Llamando Guru Desde Lejos,Canto Del Chod,374328,324000.0,329552.0,0.452,0.425,0.603,0.14,0.223,0.217,3.0,1.0,1.0,0.0,1.0,1.0,0.101,0.0283,0.0293,0.718,0.885,0.426,0.58,0.00313,0.23,0.104,0.0971,0.0872,0.0744,0.0519,0.0348,200.708,69.991,100.543,3.0,4.0,3.0,38
Vale,80730,2018-01-12,"Black Veil Brides, ",12,Incipiens Ad Finem,The Last One,Wake Up,21026,281706.0,162093.0,0.476,0.551,0.555,0.192,0.914,0.942,0.0,6.0,0.0,1.0,0.0,0.0,0.11,0.0777,0.118,0.8490000000000001,0.00718,0.00456,0.00201,0.000184,1.7899999999999998e-05,0.379,0.162,0.414,0.623,0.394,0.614,110.123,129.931,126.928,4.0,4.0,4.0,53
Valley of the Yakes,90776,1983-07-01,"JFA, ",15,Kick You,Great Equalizer,Preppy,93866,106600.0,74466.0,0.285,0.305,0.434,0.969,0.935,0.883,9.0,11.0,11.0,1.0,0.0,1.0,0.204,0.103,0.13699999999999998,0.00155,0.000528,0.00518,0.0,0.00442,2.8e-06,0.29600000000000004,0.14300000000000002,0.158,0.266,0.509,0.885,144.451,159.889,169.83900000000003,3.0,4.0,4.0,29
Van Eyck: Der Fluyten Lust-Hof,153738,2007,"Jacob van Eyck, Erik Bosgraaf, ",69,"Preludium of Voorspel, NVE 1","Phantasia, NVE 90","Lavolette, NVE 133",41560,145693.0,142026.0,0.465,0.388,0.418,0.08900000000000001,0.0474,0.0304,6.0,6.0,1.0,1.0,1.0,1.0,0.0556,0.0554,0.0967,0.994,0.994,0.992,0.8759999999999999,0.904,0.943,0.139,0.161,0.0706,0.963,0.767,0.974,137.977,69.804,69.4,4.0,4.0,4.0,10
Vapaa ja yksin,68080,2009-09-10,"Chisu, ",10,Lähtö,Miehistä viis!,Kerrasta poikki,148173,210600.0,195680.0,0.444,0.275,0.657,0.362,0.504,0.358,0.0,0.0,4.0,1.0,0.0,0.0,0.0365,0.0283,0.0481,0.611,0.0353,0.511,0.000362,0.000343,0.0,0.128,0.409,0.0456,0.108,0.206,0.614,153.954,104.96,149.73,4.0,3.0,4.0,40
Vape,105076,2015-04-20,"Keller Williams, ",10,Off Time Chorus Line,Mantra,The Drop,196426,245626.0,238293.0,0.6409999999999999,0.7929999999999999,0.7190000000000001,0.7190000000000001,0.7170000000000001,0.552,9.0,10.0,0.0,0.0,0.0,1.0,0.0368,0.131,0.0594,0.43,0.409,0.0497,0.8,0.657,0.363,0.139,0.16399999999999998,0.105,0.773,0.7490000000000001,0.605,116.93,91.982,150.167,4.0,4.0,4.0,31
Varios / Michael N'Bossa,2765,2009-09-15,"Various Artists, ",14,Billie Jean,Beat It,Don't Stop Til You Get Enough,208933,242106.0,288200.0,0.862,0.792,0.755,0.328,0.508,0.5660000000000001,2.0,7.0,5.0,0.0,0.0,1.0,0.0563,0.0329,0.0359,0.875,0.718,0.7609999999999999,6.48e-05,0.0311,0.529,0.2,0.165,0.127,0.727,0.888,0.59,120.016,134.986,126.049,4.0,4.0,4.0,27
Various Positions,148247,1984-12-11,"Leonard Cohen, ",9,Dance Me to the End of Love,Coming Back to You,The Law,280626,212880.0,265986.0,0.588,0.485,0.7020000000000001,0.38,0.253,0.318,7.0,5.0,2.0,0.0,1.0,0.0,0.0251,0.0275,0.0261,0.269,0.6,0.585,8.36e-06,0.0368,0.0691,0.0741,0.104,0.0773,0.502,0.334,0.607,132.885,77.885,107.955,4.0,3.0,4.0,58
Vaughan Williams,148213,2021-07-09,"Ralph Vaughan Williams, ",50,The Lark Ascending,Fantasia on Greensleeves,Fantasia on a Theme by Thomas Tallis,962706,247666.0,940466.0,0.146,0.157,0.0927,0.0542,0.0306,0.0565,4.0,0.0,7.0,0.0,0.0,1.0,0.0444,0.042,0.0444,0.909,0.932,0.477,0.303,0.785,0.708,0.0807,0.108,0.28600000000000003,0.0393,0.127,0.0397,91.647,97.634,87.337,4.0,4.0,4.0,16
Vearashticha,16272,2010,"Ohad Moskowitz, ",9,Vearashticha,Mi Yitain,Lifnei Mi,362858,407417.0,300860.0,0.629,0.253,0.7170000000000001,0.789,0.454,0.7979999999999999,5.0,4.0,7.0,1.0,0.0,0.0,0.0356,0.03,0.0305,0.337,0.772,0.35100000000000003,2.1e-06,0.0,1.26e-06,0.0807,0.0641,0.597,0.76,0.139,0.907,119.965,173.577,125.222,4.0,3.0,4.0,12
Vectors EP,63808,2018-03-30,"HLZ, ",6,Vectors,Abracatabla,Clusters,342617,385436.0,363577.0,0.6609999999999999,0.701,0.6809999999999999,0.961,0.974,0.976,1.0,1.0,10.0,1.0,1.0,0.0,0.0543,0.0915,0.0546,0.000212,1.7800000000000002e-05,3.84e-05,0.919,0.916,0.887,0.134,0.122,0.333,0.336,0.498,0.308,174.019,171.975,174.016,4.0,4.0,4.0,3
Veere Di Wedding (Original Motion Picture Soundtrack),112128,2018-05-31,"Various Artists, ",10,Pappi Le Loon,Bhangra Ta Sajda (No One Gives A Damn!),Laaj Sharam,173250,226554.0,201332.0,0.799,0.619,0.7040000000000001,0.856,0.665,0.789,6.0,1.0,1.0,0.0,1.0,1.0,0.134,0.302,0.0622,0.0274,0.0531,0.0418,0.00222,1.67e-06,4.68e-05,0.0475,0.35600000000000004,0.161,0.448,0.464,0.8420000000000001,159.894,97.082,179.977,4.0,4.0,4.0,55
Veinte Años De Sabrosura,141100,2000,"Fito Olivares y Su Grupo, ",10,La Cobra,Agua Cristalina,El Cachin,189320,216613.0,199240.0,0.6609999999999999,0.581,0.735,0.645,0.773,0.899,5.0,5.0,5.0,0.0,1.0,1.0,0.0567,0.0294,0.036000000000000004,0.0859,0.156,0.366,0.0862,9.45e-06,0.00214,0.1,0.0916,0.112,0.833,0.963,0.961,96.757,91.714,91.499,4.0,4.0,4.0,39
Veinte Para Las Doce,5625,1995,"Coda, ",11,Pon El Mundo A Girar,Si Te Tuviera Aqui,Dame un Poco de Tiempo,245373,296306.0,262800.0,0.599,0.523,0.637,0.911,0.885,0.716,1.0,8.0,11.0,0.0,1.0,1.0,0.0329,0.0487,0.0299,0.007640000000000002,0.00487,0.0192,0.0,0.0,0.0,0.321,0.0995,0.104,0.672,0.534,0.757,99.354,142.4,116.353,4.0,4.0,4.0,52
Ventriloquism,69366,2018-03-16,"Meshell Ndegeocello, ",11,I Wonder If I Take You Home,Nite and Day,Sometimes It Snows in April,283515,299548.0,425219.0,0.732,0.5329999999999999,0.348,0.8590000000000001,0.485,0.279,6.0,1.0,4.0,0.0,1.0,1.0,0.0693,0.0274,0.0375,0.0179,0.413,0.575,0.225,0.28,0.0767,0.14800000000000002,0.109,0.111,0.7929999999999999,0.399,0.0486,111.043,75.639,99.859,4.0,4.0,4.0,42
Veracruz Son y Huapango,150490,2009-10-06,"Tlen Huicani, Lino Chavez, ",22,La Huasanga,La Leva,El Fandanguito,208133,167400.0,178560.0,0.464,0.594,0.546,0.561,0.541,0.486,6.0,6.0,6.0,1.0,1.0,1.0,0.0425,0.0349,0.0445,0.647,0.547,0.628,0.0006580000000000001,3.2500000000000004e-05,0.0031100000000000004,0.253,0.263,0.147,0.898,0.947,0.8490000000000001,147.214,144.438,139.128,3.0,3.0,3.0,47
Verdi: La Traviata,20518,1977-01-01,"Giuseppe Verdi, Ileana Cotrubas, Plácido Domingo, Sherrill Milnes, Bavarian State Orchestra, Carlos Kleiber, ",38,La Traviata / Act 1: Prelude,"La Traviata / Act 1: ""Dell'invito trascorsa è già l'ora""",La Traviata / Act 1: Libiamo ne'lieti calici,213666,274493.0,175506.0,0.233,0.477,0.424,0.0124,0.207,0.214,11.0,9.0,10.0,1.0,1.0,1.0,0.046,0.101,0.0763,0.926,0.949,0.962,0.289,0.000795,2.9e-05,0.556,0.105,0.6809999999999999,0.0379,0.363,0.282,130.526,84.73700000000002,113.211,4.0,4.0,4.0,49
Vex Part 1,16825,2019-03-15,"Lil West, ",7,2pennies,No L's,Can't Be You,141266,145253.0,148786.0,0.8390000000000001,0.7759999999999999,0.7170000000000001,0.28600000000000003,0.269,0.338,1.0,8.0,1.0,1.0,0.0,0.0,0.207,0.466,0.15,0.0201,0.404,0.5429999999999999,0.00533,9.01e-06,5.11e-05,0.133,0.0975,0.115,0.471,0.491,0.315,150.114,151.953,150.08100000000005,4.0,4.0,4.0,36
Večeras Je Naša Fešta,84189,1986-01-01,"Tomislav Ivčić, ",10,Večeras Je Naša Fešta,Kalelarga,Šjor Bepo Bagulin,176773,195506.0,143413.0,0.773,0.621,0.746,0.8190000000000001,0.614,0.625,7.0,1.0,5.0,1.0,1.0,1.0,0.0677,0.0283,0.0263,0.509,0.647,0.282,0.0,0.0,0.0,0.349,0.31,0.248,0.933,0.809,0.967,128.043,110.411,130.102,4.0,4.0,4.0,30
Vhunze Moto,118665,2002-07-09,"Oliver Mtukudzi, ",10,Ndakuvara,Gondo,Ziva Nguva,298680,296200.0,300906.0,0.759,0.637,0.774,0.805,0.636,0.779,1.0,2.0,11.0,0.0,1.0,0.0,0.0317,0.0363,0.0358,0.626,0.674,0.696,0.00065,1.33e-05,0.0152,0.0964,0.0924,0.124,0.908,0.963,0.84,109.936,171.94799999999995,108.071,4.0,4.0,4.0,19
Viaje,78914,2014-04-29,"Ricardo Arjona, ",14,Lo Poco Que Tengo,Cavernícolas,Nube de Luz,231573,288720.0,181666.0,0.767,0.396,0.711,0.546,0.6679999999999999,0.551,9.0,5.0,10.0,1.0,1.0,1.0,0.0742,0.0531,0.0358,0.289,0.115,0.191,0.000495,2.92e-05,0.00169,0.26,0.105,0.32,0.614,0.221,0.5589999999999999,143.953,161.62,147.66299999999995,4.0,4.0,4.0,57
Viejo Marihuano,21877,2016-11-18,"Cartel De Santa, ",11,Volvió el Sensei,Leve,Bailar y Volar,204706,225240.0,256252.0,0.871,0.6629999999999999,0.745,0.54,0.802,0.863,1.0,0.0,11.0,1.0,1.0,1.0,0.29,0.246,0.0544,0.0488,0.188,0.0207,0.0,0.0,1.82e-06,0.16,0.166,0.34,0.3,0.679,0.652,136.118,177.842,114.891,4.0,4.0,4.0,72
View From The Ground,149062,1982-01-01,"America, ",10,You Can Do Magic,Never Be Lonely,You Girl,237466,239466.0,213493.0,0.8590000000000001,0.649,0.515,0.568,0.551,0.269,4.0,2.0,11.0,0.0,1.0,0.0,0.0387,0.036000000000000004,0.0402,0.29,0.00853,0.261,0.0,0.0,0.0,0.31,0.0654,0.0868,0.936,0.813,0.325,129.72,148.622,181.568,4.0,4.0,3.0,53
Vince Staples,2579,2021-07-09,"Vince Staples, ",10,ARE YOU WITH THAT?,LAW OF AVERAGES,SUNDOWN TOWN,138410,139050.0,150877.0,0.8590000000000001,0.544,0.852,0.423,0.446,0.389,1.0,4.0,1.0,0.0,0.0,1.0,0.28300000000000003,0.426,0.0997,0.5429999999999999,0.391,0.596,0.0,0.0,0.000401,0.104,0.157,0.112,0.563,0.478,0.584,125.89,135.11,139.953,4.0,4.0,4.0,70
Violin on Stage,137450,2021-06-18,"Bomsori, NFM Wrocław Philharmonic, Giancarlo Guerrero, ",14,"Polonaise de concert, Op. 4 (Orch. Kornowicz)","The Nutcracker, Op. 71, TH 14: Pas de deux (Arr. Rot for Violin and Orchestra)",Carmen Fantasie,347333,310333.0,649973.0,0.325,0.258,0.353,0.0723,0.131,0.0786,2.0,7.0,2.0,1.0,1.0,1.0,0.0602,0.0474,0.0459,0.908,0.946,0.8340000000000001,0.116,0.622,0.0268,0.0742,0.0801,0.0642,0.228,0.0392,0.191,167.18,123.795,109.07,4.0,4.0,4.0,29
Virginal Co Ordinates,154727,2004,"Eyvind Kang, ",10,Go in a Good Way to a Better Place,I Am the Dead,Doorway to the Sun,250880,308639.0,1163598.0,0.156,0.0904,0.394,0.104,0.159,0.342,2.0,2.0,7.0,1.0,1.0,1.0,0.0385,0.0329,0.0329,0.877,0.883,0.935,0.954,0.925,0.731,0.152,0.152,0.0969,0.0415,0.0434,0.371,106.979,86.244,121.663,3.0,4.0,3.0,4
Virgo The Ep.,121206,2021-05-06,"Pressplayk, ",8,Shootin' My Shot(Intro),Can't Fake How I love you,Free,86666,210000.0,229090.0,0.546,0.5579999999999999,0.677,0.402,0.376,0.3670000000000001,0.0,7.0,1.0,0.0,0.0,0.0,0.32299999999999995,0.383,0.0569,0.8859999999999999,0.604,0.262,5.47e-06,0.0,0.0,0.206,0.107,0.468,0.508,0.536,0.371,179.808,78.084,110.111,4.0,4.0,4.0,42
Vivaldi: Flute Concertos,5768,2006-03-06,"Antonio Vivaldi, Emmanuel Pahud, Australian Chamber Orchestra, Richard Tognetti, ",27,"Vivaldi: Flute Concerto in F Major, Op. 10 No. 1, RV 433 ""La tempesta di mare"": I. Allegro","Vivaldi: Flute Concerto in F Major, Op. 10 No. 1, RV 433 ""La tempesta di mare"": II. Largo","Vivaldi: Flute Concerto in F Major, Op. 10 No. 1, RV 433 ""La tempesta di mare"": III. Presto",149146,115333.0,111972.0,0.5579999999999999,0.187,0.5589999999999999,0.376,0.0299,0.287,5.0,5.0,5.0,1.0,1.0,1.0,0.0406,0.044,0.0472,0.958,0.987,0.96,0.894,0.227,0.75,0.093,0.0832,0.226,0.7909999999999999,0.3,0.838,127.876,89.86200000000002,121.694,4.0,4.0,4.0,42
"Vivaldi: Oboe Concertos, Vol. 1",128722,2001-07-03,"Antonio Vivaldi, Diethelm Jonas, Stefan Schilli, Béla Nagy, ",21,"Oboe Concerto in D Minor, Op. 8 No. 9, RV 454: I. Allegro","Oboe Concerto in D Minor, Op. 8 No. 9, RV 454: II. Largo","Oboe Concerto in D Minor, Op. 8 No. 9, RV 454: III. Allegro",172560,130000.0,153773.0,0.412,0.16399999999999998,0.544,0.132,0.0622,0.209,2.0,2.0,2.0,0.0,0.0,0.0,0.053,0.0457,0.038,0.873,0.917,0.847,0.76,0.871,0.907,0.831,0.241,0.355,0.468,0.0815,0.611,128.944,69.624,128.7,3.0,4.0,4.0,38
Voando Feito um Gavião (Porteira da Fazenda),103889,2020-08-28,"Gleydson Gavião, Wesley Safadão, ",3,Voando Feito um Gavião,Simplicidade do Vaqueiro,Ponta de Faca,145315,125319.0,157340.0,0.503,0.733,0.591,0.82,0.86,0.936,6.0,1.0,1.0,0.0,0.0,0.0,0.0686,0.0546,0.0733,0.475,0.465,0.142,0.0,0.0,0.0,0.109,0.0794,0.355,0.87,0.97,0.954,157.971,167.97799999999995,183.896,4.0,4.0,4.0,45
Vocal Warm Up Exercises - Vol. 1,23082,2017-06-05,"Jacobs Vocal Academy, ",12,Vocal Warm Up Exercise #1 - Lip Roll,Vocal Warm Up Exercise #2 - Eh,Vocal Warm Up Exercise #3 - Yah,144203,145000.0,146000.0,0.693,0.6859999999999999,0.6940000000000001,0.0932,0.101,0.0952,2.0,2.0,2.0,1.0,1.0,1.0,0.381,0.219,0.0789,0.995,0.995,0.993,0.8909999999999999,0.872,0.785,0.387,0.17600000000000002,0.337,0.309,0.326,0.328,172.019,171.982,172.03,4.0,4.0,4.0,40
Voicenotes,7078,2018-05-11,"Charlie Puth, ",13,The Way I Am,Attention,LA Girls,186080,208786.0,197106.0,0.755,0.775,0.8690000000000001,0.769,0.613,0.642,10.0,3.0,8.0,0.0,0.0,0.0,0.18600000000000005,0.0542,0.0367,0.314,0.109,0.359,2.38e-06,2.33e-05,1.42e-06,0.0628,0.134,0.0694,0.642,0.797,0.917,114.966,100.066,99.992,4.0,4.0,4.0,75
Voices Call,69094,2015-02-23,"Auvic, ",21,Future Mornings,Heal Me,Music Is A Movement,232800,253770.0,202041.0,0.561,0.606,0.594,0.857,0.92,0.883,11.0,3.0,5.0,0.0,0.0,1.0,0.0341,0.0398,0.145,0.00331,0.000781,0.011,0.743,0.0167,0.000176,0.265,0.0685,0.354,0.784,0.769,0.662,99.996,99.993,110.02,4.0,4.0,4.0,31
Voices Of Americana: T.K.Hulin,154036,2009-08-10,"T.K. Hulin, ",18,(As You Pass Me By) Graduation Night,Lonely Street,So Darlin',167466,165133.0,170080.0,0.348,0.561,0.354,0.208,0.301,0.189,7.0,3.0,9.0,1.0,1.0,1.0,0.0325,0.0255,0.0329,0.476,0.6609999999999999,0.397,0.0,3.79e-06,0.0,0.0928,0.0792,0.0809,0.17600000000000002,0.423,0.264,98.502,104.075,126.152,4.0,3.0,3.0,3
"Vol. 2, Shnooky To The Rescue",95011,2010-05-05,"The Marvelous Midos Machine, ",16,The Plan,Up Up and Away,Dont Be A Shloomp,257026,152693.0,285253.0,0.601,0.74,0.586,0.493,0.412,0.398,7.0,7.0,0.0,1.0,0.0,1.0,0.938,0.419,0.846,0.919,0.659,0.812,2.46e-05,1.12e-06,1.3e-06,0.4,0.207,0.112,0.648,0.679,0.293,81.054,117.626,62.536,3.0,4.0,4.0,22
"Voodoo Sonic (The Trilogy, Pt. 3)",138211,2020-09-04,"Parov Stelar, ",8,Black Marlin,Purple Moon,Tango Del Fuego,251964,169214.0,183870.0,0.5760000000000001,0.679,0.8640000000000001,0.59,0.5539999999999999,0.619,4.0,2.0,0.0,0.0,0.0,0.0,0.0254,0.0328,0.234,0.267,0.813,0.16399999999999998,0.931,0.226,7.390000000000001e-05,0.113,0.147,0.175,0.0987,0.5579999999999999,0.777,99.996,160.08,123.991,4.0,4.0,4.0,49
Voqa Vei Au,104466,1999-10-20,"Georgina Ledua, ",13,Ai Loloma,Liwavi Au,Maravu,340868,376906.0,206704.0,0.774,0.7559999999999999,0.877,0.552,0.574,0.556,9.0,7.0,5.0,1.0,1.0,1.0,0.0295,0.0333,0.0828,0.708,0.107,0.696,9.49e-05,0.0357,0.0,0.108,0.0589,0.0955,0.8170000000000001,0.7240000000000001,0.905,144.143,107.074,125.129,4.0,4.0,4.0,15
Vow,2191,1995,"Fereydoun Shahbaziyan, ",26,Piece I,Piece II,Piece III,109087,75833.0,96783.0,0.272,0.443,0.14800000000000002,0.181,0.0717,0.193,3.0,3.0,3.0,1.0,1.0,1.0,0.0383,0.0438,0.0419,0.988,0.983,0.989,0.76,0.7170000000000001,0.914,0.149,0.316,0.0575,0.0873,0.562,0.0598,81.807,64.158,84.22200000000002,5.0,3.0,4.0,32
Voyage To India,3290,2002-01-01,"India.Arie, ",16,Growth,Little Things,Talk To Her,64080,208773.0,310826.0,0.501,0.792,0.809,0.0793,0.539,0.444,9.0,8.0,1.0,1.0,1.0,1.0,0.0414,0.0969,0.507,0.851,0.0738,0.266,0.006959999999999999,0.00265,0.0,0.111,0.233,0.0753,0.0838,0.5660000000000001,0.833,121.947,92.992,148.1,4.0,4.0,4.0,43
Vredesvävd,112480,2020-09-18,"Finntroll, ",11,Väktaren,Att Döda Med En Sten,Ormfolk,166571,217198.0,238092.0,0.17600000000000002,0.45,0.445,0.314,0.99,0.994,9.0,11.0,10.0,0.0,0.0,0.0,0.0366,0.0793,0.0579,0.897,5.29e-06,3.47e-05,0.937,0.779,0.5529999999999999,0.113,0.184,0.4270000000000001,0.142,0.13699999999999998,0.255,73.477,90.01299999999998,100.021,3.0,4.0,4.0,21
Vrioon,84805,2002-12-01,"alva noto, Ryuichi Sakamoto, ",6,Uoon I,Uoon II,Duoon,831280,580533.0,346906.0,0.339,0.174,0.333,0.0245,0.0029100000000000003,0.0359,7.0,0.0,6.0,1.0,1.0,1.0,0.0662,0.0399,0.0411,0.966,0.995,0.961,0.711,0.931,0.912,0.1,0.0983,0.103,0.125,0.0328,0.0392,93.91,67.56,120.005,4.0,3.0,4.0,35
Vroom Vroom EP,13623,2016-02-26,"Charli XCX, ",4,Vroom Vroom,Paradise (feat. Hannah Diamond),Trophy,193270,181703.0,159328.0,0.836,0.438,0.736,0.684,0.6890000000000001,0.777,11.0,2.0,5.0,1.0,1.0,0.0,0.241,0.159,0.238,0.122,0.266,0.0155,0.0,0.0,1.03e-06,0.0854,0.0694,0.342,0.514,0.16899999999999998,0.465,151.007,167.71099999999996,127.198,4.0,4.0,4.0,56
Vs. Sunday (FNF Mod Original Soundtrack),15077,2021-07-03,"BBpanzu, ",3,Valentine,BI-NB,Marx,67629,63272.0,109419.0,0.236,0.551,0.544,0.998,0.985,0.95,5.0,7.0,4.0,0.0,0.0,0.0,0.446,0.16399999999999998,0.114,0.127,0.0124,0.127,0.0158,0.735,0.00406,0.0524,0.269,0.112,0.0361,0.515,0.209,219.551,110.0,135.958,4.0,4.0,4.0,52
Vsauce3 Is Over,103406,2020-09-01,"A Jake Roper Music, ",4,Intro,Up,The End Of Vsauce3,118909,60302.0,95666.0,0.486,0.5820000000000001,0.285,0.581,0.542,0.434,2.0,1.0,4.0,0.0,1.0,0.0,0.0326,0.0304,0.0376,0.00184,0.0519,0.43,0.8340000000000001,0.7609999999999999,0.939,0.473,0.153,0.116,0.185,0.0481,0.0762,159.892,85.04700000000003,97.722,4.0,4.0,3.0,2
Vuelvo Contigo,3544,1997-01-01,"Los Invasores De Nuevo León, ",12,Vuelvo Contigo,Con Pedazos De Vida,Olvidame,161666,147493.0,209506.0,0.93,0.8390000000000001,0.7909999999999999,0.624,0.53,0.428,9.0,0.0,7.0,1.0,1.0,1.0,0.0392,0.0423,0.0382,0.14300000000000002,0.243,0.163,0.00203,0.0,0.0,0.0582,0.0605,0.099,0.885,0.7509999999999999,0.601,108.016,100.072,87.954,4.0,4.0,4.0,56
Vía,31385,2019-11-22,"Eznar Beats, ",21,Fuga,Exceso,El Dolor,206330,195019.0,208034.0,0.921,0.586,0.6809999999999999,0.276,0.486,0.488,5.0,8.0,11.0,0.0,0.0,0.0,0.316,0.264,0.0487,0.315,0.6809999999999999,0.000692,0.278,0.918,0.887,0.201,0.0995,0.0968,0.768,0.748,0.398,92.978,190.09,90.039,4.0,4.0,4.0,19
WEB,20826,2020-05-17,"SoFaygo, ",5,See Me,No LUV,Containment,127843,144848.0,160757.0,0.665,0.763,0.488,0.441,0.588,0.382,1.0,2.0,0.0,0.0,1.0,0.0,0.0422,0.475,0.48,0.116,0.00173,0.0938,1.41e-06,0.0,0.0,0.182,0.285,0.194,0.555,0.0388,0.4370000000000001,150.977,156.049,112.19,4.0,4.0,5.0,39
WELCOME BACK,8791,2015-11-16,"iKON, ",8,Apology,Anthem (B.I & BOBBY),WELCOME BACK,231566,205228.0,213399.0,0.524,0.7240000000000001,0.797,0.773,0.789,0.68,6.0,8.0,4.0,1.0,0.0,0.0,0.13699999999999998,0.077,0.0849,0.281,0.000769,0.238,0.0,0.0,0.0,0.14800000000000002,0.328,0.246,0.322,0.5479999999999999,0.887,74.295,94.997,95.018,4.0,4.0,4.0,53
WGR Presents: Ontario Lockdown Riddim,91730,2021-07-08,"Various Artists, ",12,Squeeze,Smoke and Get High,God Bless,213629,179617.0,184268.0,0.644,0.6940000000000001,0.685,0.758,0.721,0.805,6.0,11.0,6.0,0.0,0.0,0.0,0.307,0.34600000000000003,0.127,0.0030800000000000003,0.004529999999999999,0.00111,5.8e-06,0.0,5.5e-06,0.0993,0.0899,0.0601,0.241,0.376,0.338,98.516,129.346,102.133,4.0,5.0,4.0,7
WGW,80910,2016-03-01,"Chada, ",21,Intro,Wracam do gry,Na tych osiedlach II,47453,221093.0,217226.0,0.529,0.4,0.639,0.602,0.7390000000000001,0.74,2.0,1.0,2.0,1.0,1.0,1.0,0.063,0.272,0.302,0.16,0.274,0.687,0.804,0.0,2.73e-06,0.124,0.16399999999999998,0.0525,0.036000000000000004,0.5870000000000001,0.732,139.208,83.895,86.215,4.0,4.0,4.0,41
WHO AM I,70565,2018-01-02,"TRCNG, ",3,I AM,WOLF BABY,UTOPIA,71295,194862.0,203959.0,0.58,0.6759999999999999,0.555,0.949,0.855,0.82,8.0,7.0,5.0,1.0,0.0,1.0,0.213,0.0567,0.031,0.0284,0.079,0.0644,0.0,0.0,0.0,0.15,0.0813,0.302,0.426,0.775,0.586,148.159,90.996,144.894,4.0,4.0,4.0,23
WINTER,46955,2017-01-03,"AKMU, ",8,Live,Reality,Last Goodbye,243267,173033.0,283800.0,0.642,0.823,0.665,0.578,0.7609999999999999,0.537,2.0,0.0,0.0,1.0,1.0,1.0,0.0418,0.0777,0.0267,0.096,0.446,0.146,1.02e-06,0.0,0.0,0.19,0.068,0.124,0.0969,0.8009999999999999,0.271,131.994,122.009,116.995,4.0,4.0,4.0,48
WMD,39762,2015-06-01,"WMD, ",10,Boketto,California Dawn,Don't Go,178015,176962.0,256826.0,0.561,0.273,0.599,0.561,0.0139,0.321,2.0,4.0,8.0,1.0,1.0,1.0,0.0574,0.0385,0.0478,0.693,0.948,0.284,0.952,0.894,0.735,0.0892,0.108,0.52,0.0257,0.168,0.0378,120.013,67.072,114.984,4.0,4.0,4.0,32
